"Ambit_InchiKey","Original_Entry_ID","Entrez_ID","Activity_Flag","DB","Original_Assay_ID","Tax_ID","Gene_Symbol","Ortholog_Group","SMILES"
"QKJSLGBMXQASRH-ZWKOTPCHNA-N","CHEMBL454675",6532,"A","chembl20",558434,9606,"SLC6A4",4061,"C1=CC=C2C(=C1)[C@@H]([C@@](O)(C2)CNC)OC3=CC=CC=C3OC"
"GDNVOHWHFZMSOP-SREBMQDQNA-N","54576371",6532,"A","pubchem",616784,9606,"SLC6A4",4061,"OC(CN1CCN(CC1)C=2C(=C(C=CC2)C)C)CNC(=O)C=3N=C(N(C3C)C4=CC(OC)=C(OC)C=C4)C"
"CKIBSEDGQQBNJP-UHFFFAOYNA-N","CHEMBL247670",25553,"A","chembl20",454634,10116,"SLC6A4",4061,"C1=CC(=CC=C1OC)C2CNCC=3C=C(N=CC32)OCC4CCN(CC4)C(C)C"
"FLDLQCILZSMNPF-BGTNVORWNA-N","CHEMBL2112061",25553,"A","chembl20",303160,10116,"SLC6A4",4061,"[C@@H]1(OC[C@H](C(C1)O)NCC=2C=CC(=CC2)F)C(C3=CC=CC=C3)C4=CC=CC=C4"
"RHNJZLARQGOLRU-UHFFFAOYNA-N","CHEMBL153185",25553,"A","chembl20",201814,10116,"SLC6A4",4061,"C(OC=1C=CC(=CC1)F)(C=2C=CC(=CC2)Cl)C3CCNCC3"
"WEKVVEUCXILQOT-UHFFFAOYNA-N","CHEMBL565594",6532,"A","chembl20",595696,9606,"SLC6A4",4061,"C1=CC(=CC(=C1)Cl)C(=O)C(NC(C)(C)C)CC(C)C"
"YSPPECQFRDJSGQ-ISKFKSNPNA-N","44441073",25553,"A","pubchem",308578,10116,"SLC6A4",4061,"O(C1=CC=2[C@@H]3N(CCC3)C[C@H](C2C=C1)C4=NC=CC=C4)CCCN5CCOCC5"
"HGUJUMWPWRLWAO-LBOYIXSDNA-N","44568357",25553,"A","pubchem",339528,10116,"SLC6A4",4061,"N1(C2CCC(CC2)C=3C=4C(NC3)=CC=CC4)CCN(CC1)C=5C=6N=C(NC6C=CC5)C"
"YXCWXVXALVIDQG-IBGZPJMENA-N","44299511",6532,"A","pubchem",263905,9606,"SLC6A4",4061,"S1C(C2CCN(CC2)C[C@H](O)COC=3C4=C(NC=C4)C=CC3)=CC5=C1C=C(F)C=C5"
"PQMJWYCYCSXLGZ-JJLQDPRZNA-N","CHEMBL2021583",6532,"A","chembl20",613741,9606,"SLC6A4",4061,"[C@@H]12CCC[C@@H]1[C@]2(COCC)C=3C=C(C(=CC3)Cl)Cl"
"MCHVXQNUHBOZIA-CXAGYDPINA-N","71562478",6532,"A","pubchem",731054,9606,"SLC6A4",4061,"ClC1=C(O[C@@H]([C@@H]2CCNC2)C3=CC=CC=C3)C=CC=C1Cl"
"UHXIHVPCQYVYLG-ZDUSSCGKNA-N","CHEMBL449145",6532,"A","chembl20",513531,9606,"SLC6A4",4061,"C(N(CC=1C=CC(=CC1Cl)Cl)[C@@H]2CNCC2)(=O)C(C)(C)C"
"VRHDCZABKKGHEU-UHFFFAOYNA-N","CHEMBL435612",6532,"A","chembl20",201349,9606,"SLC6A4",4061,"N1C=C(CCNCCOC2=C3C(CCO3)=CC(=C2)F)C=4C1=CC=C(F)C4"
"HNVGNUVAMRLMSG-JYVUQVBGNA-N","CHEMBL218082",6532,"A","chembl20",429833,9606,"SLC6A4",4061,"C12N(C(C[C@H](C3=CC=C(C=C3)Br)[C@@H]1C(OC)=O)CC2)C"
"MSPHRPTUVSLGJP-UHFFFAOYNA-N","CHEMBL1164191",6532,"A","chembl20",725355,9606,"SLC6A4",4061,"C=1C=C(CC(CC2=CC=C(C=C2)SC)N)C=CC1SC"
"SDLVJPBOBLQFEW-UHFFFAOYNA-N","CHEMBL534942",6532,"A","chembl20",379062,9606,"SLC6A4",4061,"C1CN(CCN1)C(C2=CC=CC=C2)CC3=C(C=CC=C3)Cl"
"QDZIBQWKRRRXAL-HGWMRPEMNA-N","CHEMBL301938",25553,"A","chembl20",202132,10116,"SLC6A4",4061,"C1([C@@H](C=2C=C(F)C(=CC2)C)C[C@@H]3NC1CC3)C(=O)OC"
"OBDXIMKFNFSDIF-VQFWCGETNA-N","CHEMBL561332",6532,"A","chembl20",580516,9606,"SLC6A4",4061,"C1CN(C(=O)[C@H]2C(C[C@@H](CC2)N[C@@H](C3=CC=C(C=C3)OC)C)(C)C)CCC1(C=4C=CC=CC4)N5C(OCCC5)=O"
"HJIWIMXZBPSSTO-UHFFFAOYNA-N","CHEMBL442923",6532,"A","chembl20",558173,9606,"SLC6A4",4061,"C=1(C=C(C(OC=2C=C(C(=CC2)F)Cl)=CC1)CNC)F"
"VYRDPBDLAQLRSZ-UHFFFAOYNA-N","CHEMBL115311",25553,"A","chembl20",201830,10116,"SLC6A4",4061,"N1(C2CC(CC1CC2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CCCCN"
"INSXYAKGDZOZMK-GOSISDBHNA-N","CHEMBL513875",6532,"A","chembl20",501245,9606,"SLC6A4",4061,"C1(=CC(N2C[C@H](N(CC2)CCC3=C4C(=CC=C3)N(C(CO4)=O)C)C)=C5C=CC(C)=NC5=C1)F"
"SBHYFFVEUPXWKL-UHFFFAOYNA-N","CHEMBL203282",25553,"A","chembl20",337674,10116,"SLC6A4",4061,"C1=CC=C2OC(CN(C2=C1)CC(C)C)CNCCC3=CNC4=C3C=C(C=C4)F"
"KSQOUNJPKDJKKL-UHFFFAOYNA-N","CHEMBL560535",6532,"A","chembl20",640164,9606,"SLC6A4",4061,"C=1(C=CC=2NC=CC2C1)N(CC3=CC=CC=C3)C4CCNCC4"
"WSLCFIYYDJNWLK-KAXARAQCNA-N","CHEMBL422290",6532,"A","chembl20",201355,9606,"SLC6A4",4061,"N1(C2[C@@H](COC(CCSCCSC)=O)[C@H](CC1CC2)C3=CC=C(C=C3)F)C"
"AWSJZZTVSOPOLT-CTZBPBFQNA-N","CHEMBL380401",6532,"A","chembl20",376263,9606,"SLC6A4",4061,"C1=CC(=C2OC[C@@H](CC2=C1C(N)=O)NCCCC=3C=4C(NC3)=CC=C(C4)F)F"
"CVIYUDXPBSTXOK-HDICACEKNA-N","CHEMBL56570",25553,"A","chembl20",201982,10116,"SLC6A4",4061,"C1(=CNC=2C1=CC=CC2)[C@@H]3CC[C@H](NCC4=CC=CC=C4)CC3"
"XXPANQJNYNUNES-UHFFFAOYNA-N","4528",6532,"A","pubchem",727355,9606,"SLC6A4",4061,"N1(CC(C=2C(C1)=C(N)C=CC2)C3=CC=CC=C3)C"
"QRSRJIUBJHILGQ-UHFFFAOYNA-N","CHEMBL419312",25553,"A","chembl20",202153,10116,"SLC6A4",4061,"C(C=1C=C(C(F)(F)F)C=C(C1)OCC(N(CC2=C(Cl)C=CC=C2)C3CCNCC3)=O)(F)(F)F"
"UFSULTLEIKMZQU-XDLITETONA-N","CHEMBL485579",25553,"A","chembl20",536731,10116,"SLC6A4",4061,"C=1C(C(=O)N)=C2C[C@H](COC2=C(F)C1)N(CC3CC4=C(CC3)NC5=C4C=C(C=C5)F)CCC"
"HZRDBNNJLUYHJA-UHFFFAOYNA-N","24947750",25553,"A","pubchem",315151,10116,"SLC6A4",4061,"S(C1=CC=C(OC2=C(C=C(C(=O)N3CCN(CC3)C(C)C)C=C2)CNC)C=C1)C"
"XPOFLCYNWICEGC-HXTKINSTNA-N","52945536",6532,"A","pubchem",528102,9606,"SLC6A4",4061,"O=C(NCCCN1CCN(CC1)C=2C(=C(C=CC2)C)C)C=3N=C(N=C(C3)C)C(C)(C)C"
"DNOTUUOUOFJQJC-UHFFFAOYNA-N","CHEMBL3220673",25553,"A","chembl20",1329555,10116,"SLC6A4",4061,"C=1C2=C(C=C(C1)CC(NC)C3=CC=CC=C3)OCO2"
"OOYDQQMBWSRGBX-UHFFFAOYNA-N","CHEMBL2347030",6532,"A","chembl20",950695,9606,"SLC6A4",4061,"C1=CC(=C2C(=C1)C(=CN2)CCCN)F"
"UOHHUHYDRQINME-SEYIKYHBNA-N","44325389",25553,"A","pubchem",204846,10116,"SLC6A4",4061,"ClC1=CC=C([C@H]2[C@@H](CN(CC2)C)C(=O)NCC3=CC=C(C=C3)CNC(=O)/C=C/C4=CC=C(Cl)C=C4)C=C1"
"KGWCLBPCJLUGQJ-UHFFFAOYNA-N","CHEMBL2171415",6532,"A","chembl20",863448,9606,"SLC6A4",4061,"C1NCC1C(C2=CC=C(C(=C2)Cl)Cl)OCCC"
"GHAMYXPEZSUOCU-QVEBENIMNA-N","52949082",25553,"A","pubchem",204369,10116,"SLC6A4",4061,"FC1=CC=C([C@H]2C[C@H](N3CCN(CC3)CCN4CCNC4=O)C=5C2=CC=CC5)C=C1"
"GOJWRHCDABBPFH-IZZDOVSWNA-N","CHEMBL443281",25553,"A","chembl20",201989,10116,"SLC6A4",4061,"N12C3C(C(=O)OC)C(CC1CC3)/C(/C2)=C/C=4C=NC(=CC4)Cl"
"AHXRAUZDJFQCSL-PHLAQJRANA-N","CHEMBL407803",6532,"A","chembl20",201347,9606,"SLC6A4",4061,"C1(C2N(C)C(CC1C3=CC=C(C=C3)Cl)CC2)C(=O)NCCCCNC(C4C5N(C)C(CC4C6=CC=C(C=C6)Cl)CC5)=O"
"KNAQCUBNCHCAPI-UHFFFAOYNA-N","CHEMBL2206531",6532,"A","chembl20",885011,9606,"SLC6A4",4061,"C1=CC(=CC(=C1F)F)C2C3=C(CN(C2)C)C=C(C=C3)OC"
"UWJUQVWARXYRCG-HIFRSBDPNA-N","CHEMBL1400",6532,"A","chembl20",333145,9606,"SLC6A4",4061,"C1CCC[C@](C2=CC=CC(=C2)O)([C@H]1CN(C)C)O"
"QWEUHAMEWHLOTG-UHFFFAOYNA-N","CHEMBL110530",6532,"A","chembl20",201344,9606,"SLC6A4",4061,"N1(CC=2C=CC(=CC2)F)CCC(CC1)CCNC(C3=CC=CC=C3)C4=CC=CC=C4"
"WFKZKRWZCHJQIT-BYKBFLAKNA-N","CHEMBL1934130",6532,"A","chembl20",795937,9606,"SLC6A4",4061,"C12(C[C@H](C=3C=CC=CC13)NC(C)=O)CCN(CC=4C=C5C(N(C6=C5C=CC=C6)C(=O)N)=CC4)CC2"
"PKKXQKIYTJVFFJ-MXVIHJGJNA-N","CHEMBL494468",25553,"A","chembl20",487557,10116,"SLC6A4",4061,"C1CN([C@H]2CC[C@@H](CC2)C=3C=4C(NC3)=CC=CC4)CCN1C5=CC=CC6=C5C=CN6"
"JNVDPIPWLMZECZ-XRJCTRHONA-N","11373704",6532,"A","pubchem",388703,9606,"SLC6A4",4061,"FC1=C2OCC(N(CCCC=3C=4C(NC3)=CC=C(F)C4)CCC)CC2=C(C=C1)C(=O)N"
"ZNNDRZJROWILKJ-UHFFFAOYNA-N","10111229",25553,"A","pubchem",204529,10116,"SLC6A4",4061,"FC=1C=C2C(C=3CCN(CC3)CCOC=4C=5OCCOC5C=CC4)=CNC2=CC1"
"CPCMLFACLZPVQB-UHFFFAOYNA-N","CHEMBL39589",25553,"A","chembl20",201808,10116,"SLC6A4",4061,"C1(C2N(C)C(CC1C3=CC=4C=CC=CC4C=C3)CC2)C(=O)C(C)C"
"BWEGTFZAQIVRFB-UHFFFAOYNA-N","CHEMBL1077961",25553,"A","chembl20",622493,10116,"SLC6A4",4061,"C(C(C)NOC)C=1C=CC(=CC1)SC"
"HHLNSVYJOCGXBV-UHFFFAOYNA-N","CHEMBL3092346",25553,"A","chembl20",1280677,10116,"SLC6A4",4061,"N1C=C(C=2C=C(C=CC12)Br)CCCN3CCN(CC3)CCCC4=CNC5=CC=C(C=C45)OC"
"DZQDCXYKGIEDDJ-XBBDAYDNNA-N","CHEMBL103504",6532,"A","chembl20",210688,9606,"SLC6A4",4061,"N12C3C([C@@](C1)(O)CCC)[C@H](C[C@H]2CC3)C=4C=CC(=CC4)C"
"PGQYZXSMJFWTHI-UHFFFAOYNA-N","CHEMBL272286",6532,"A","chembl20",469335,9606,"SLC6A4",4061,"C(N(CC)C(C1(C2=CC=CC=C2)C(C1)CNCC3=CN=CO3)=O)C"
"AUIYTQCQFPAFCD-MLVZRXLZNA-N","CHEMBL612232",6532,"A","chembl20",201200,9606,"SLC6A4",4061,"C1C[C@@H]2C[C@H]\3[C@H](C1N2C/C3=C\C=4C=CC(=CC4)OC)C(OC)=O"
"WSESHWZVUAAHCK-UHFFFAOYNA-N","CHEMBL436211",25553,"A","chembl20",201669,10116,"SLC6A4",4061,"C1(C2C(O)CC(C1C3=CC=CC=C3)CC2)N(C)C"
"HFQMYSHATTXRTC-UHFFFAOYNA-N","CHEMBL30344",25553,"A","chembl20",201644,10116,"SLC6A4",4061,"C1(=CC(C)=C(C=C1)CC(N)C)N(C)C"
"STBOGIYRSOVWPV-CCSBAUTENA-N","45486879",6532,"A","pubchem",448409,9606,"SLC6A4",4061,"FC1=CC=2C=3CCC(CC3NC2C=C1)CNC[C@@H]4OC5=C(OC4)C6=C(NC(=O)C6)C=C5"
"RUNCBVIFIHITAR-UHFFFAOYNA-N","72197665",25553,"A","pubchem",744698,10116,"SLC6A4",4061,"ClC1=CC=2C(C=3CCN(CCN4C(O)=C(C=C4O)C=5C=6C(NC5)=CC=CC6)CC3)=CNC2C=C1"
"SVFXPTLYMIXFRX-UHFFFAOYNA-N","CHEMBL296602",25553,"A","chembl20",201986,10116,"SLC6A4",4061,"C1(C=2C(=CC=CC2)C(C1)NC)C=3C=C(Cl)C(=CC3)Cl"
"YVIKPHPWAZNXCC-UHFFFAOYNA-N","CHEMBL162006",25553,"A","chembl20",201512,10116,"SLC6A4",4061,"N1(CC2=CC=CC=C2)CCC(COC(C3=CC=C(C=C3)F)C=4C=CC(=CC4)F)CC1"
"MZIOCIHTNXBPHS-LELJVTLKNA-N","90665076",6532,"A","pubchem",616784,9606,"SLC6A4",4061,"ClC=1C(=C(N2CCN(CC2)CCCNC(=O)C=3N=C(N(C4CCCC4)C3C)C)C=CC1)C"
"PJJUVVQHQLAPRY-LWCGHFMUNA-N","CHEMBL95775",25553,"A","chembl20",201832,10116,"SLC6A4",4061,"C12[C@H]([C@@H](OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CC(N1C)CC2)C(=O)OCCC5=CC=CC=C5"
"OZOVADGYFYTOAE-LJQANCHMNA-N","44592157",6532,"A","pubchem",416798,9606,"SLC6A4",4061,"N([C@@H]1CCNC1)(CC(C)C)CC2=CC=3C(C=C2)=CC=CC3"
"XRXDAJYKGWNHTQ-UHFFFAOYNA-N","5011",6532,"A","pubchem",644742,9606,"SLC6A4",4061,"N1(CCNCC1)C=2N=C3C(=CC2)C=CC=C3"
"MLWGDFBBAVXEAS-MDZDMXLPNA-N","CHEMBL1215762",6532,"A","chembl20",1278605,9606,"SLC6A4",4061,"C1(C=2C(=CC(/C=C/C3=CC=CC=C3)=CC2)CO1)(C4=CC=C(F)C=C4)CCCN(C)C"
"HZILCAQYLMPMJC-UHFFFAOYNA-N","CHEMBL1077983",25553,"A","chembl20",622493,10116,"SLC6A4",4061,"C(C(CC)NO)C=1C=CC(=CC1)SCC"
"XMAPNFVXGZVZLY-UHFFFAOYNA-N","CHEMBL108200",25553,"A","chembl20",202151,10116,"SLC6A4",4061,"C(C=1C=C(C(F)(F)F)C=C(C1)COCC(N2CCNCC2)C=3C=C(OC)C=CC3)(F)(F)F"
"OZSHWFDWFBFCDU-LRHAYUFXNA-N","CHEMBL543449",25553,"A","chembl20",201819,10116,"SLC6A4",4061,"C=12C(C[C@H](C1C=CC(=C2)OC)NC)C=3C=C(C(=CC3)Cl)Cl"
"RHFJKUASNIKDKP-SJKOYZFVNA-N","44587468",6532,"A","pubchem",362026,9606,"SLC6A4",4061,"ClC=1C(O[C@@H]2[C@@H](CSC=3C2=CC=CC3)CNC)=CC=CC1"
"HKOVZQZDXNHYOJ-UHFFFAOYNA-N","44542658",6532,"A","pubchem",444521,9606,"SLC6A4",4061,"ClC=1C=C(C(=O)C(NC2CCC2)C)C=CC1"
"WFAGOELXJWLULR-QZNJRLLKNA-N","CHEMBL217022",25553,"A","chembl20",418046,10116,"SLC6A4",4061,"C12N(C(CC1)[C@H]([C@@H](OC(C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)C2)C(OCC)=O)C"
"ZQMYUXBUDXDYTQ-UHFFFAOYNA-N","CHEMBL115370",25553,"A","chembl20",201830,10116,"SLC6A4",4061,"N1(C2CC(CC1CC2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CCCCN(C)C"
"ZYHCYMHJNGYMOI-KGENOOAVNA-N","CHEMBL293438",25553,"A","chembl20",201803,10116,"SLC6A4",4061,"N12C3C(C(=O)OC)C(/C(/C1)=C/C=4C=CC(C=5C=CC(C(F)(F)F)=CC5)=CC4)CCC(C2)CC3"
"OWTIWTHXBDWNDV-HUUCEWRRNA-N","CHEMBL1173751",6532,"A","chembl20",642212,9606,"SLC6A4",4061,"C1CNC[C@@]2([C@]1(C2)C=3C=CC(=C(C3)Cl)Cl)C(OCC)=O"
"MYNMNBPZOKCPBO-PMOLBWCYNA-N","CHEMBL3084699",25553,"A","chembl20",595537,10116,"SLC6A4",4061,"C=1(C=CC(C(F)(F)F)=CC1)[C@]2(OCC3=CC=CC=C3)C[C@@H]4N[C@H](C2)CC4"
"PZUJQWHTIRWCID-HXUWFJFHNA-N","CHEMBL180672",6532,"A","chembl20",591454,9606,"SLC6A4",4061,"C=1(Cl)C(C#N)=C(C=CC1)OC[C@H](O)CNC(CC2=CC=C3C(=C2)C=CC=C3)(C)C"
"XWEJMNBDLZBHOW-UDWIEESQNA-N","CHEMBL61529",25553,"A","chembl20",201803,10116,"SLC6A4",4061,"N12C3C(C(=O)OC)C(/C(/C1)=C/C=4C=CC(C5=CSC=C5)=CC4)CCC(C2)CC3"
"ITPUGBSWGNTRDI-SMDDNHRTNA-N","CHEMBL1813479",6532,"A","chembl20",761202,9606,"SLC6A4",4061,"C1[C@@H]2[C@](CC1)(CN(C2)C)C3=CC(=C(C=C3)F)F"
"DKMITNDZRUDDGX-IRXDYDNUNA-N","44593690",6532,"A","pubchem",362026,9606,"SLC6A4",4061,"FC(F)(F)C=1C(O[C@@H]2[C@@H](OCC=3C2=CC=CC3)CNC)=CC=CC1"
"MYVPKBWFYFYMBK-NBEQBRPJNA-N","CHEMBL1237328",25553,"A","chembl20",201649,10116,"SLC6A4",4061,"FC1=CC=C(C=C1)[C@H]2C[C@H](N3CCN(CCN4CCNC4=O)CC3)C5=CC(F)=CC=C25"
